Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
80,13354781,243,281,3916,426515,364,0,16.1152263374,64.6212990264,2920,0,1517.846975089,549.0085688244,32230.4798558658,39.2368845285,25534.9541108987,258513.772900158,5773827,0,7580813,31325.673553719,82873.7578471893,663143,1,13125308,46876.1,353869.156195092,5773827,0,0,0,0,0,6628,5632,18.1957308023,21.0411537261,0,2920,819.8685714286,851.5323479257,725107.339563795,0,0,0,1,0,0,0,0,1,821.4332061069,16.1152263374,1517.846975089,6628,0,0,0,0,0,243,3916,281,426515,8192,198,119,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,119981909,11,9,54,6,6,0,4.9090909091,2.4271195049,6,0,0.6666666667,2.0,0.5000753905,0.1666917968,6314837.31578947,12563684.3043196,30013222,2,119981858,11998185.8,15489575.3909109,30013271,2,119981862,14997732.75,16033252.3648065,30013276,3,0,0,0,0,244,276,0.0916804883,0.0750113086,0,6,3.1428571429,3.0705978943,9.4285714286,0,0,0,0,1,0,0,0,0,3.3,4.9090909091,0.6666666667,244,0,0,0,0,0,11,54,9,6,2052,2052,8,20,64.0,11.7473401245,80,53,29995399.5,20090.4262523223,30013222,29967465,BENIGN
53,61240,1,1,52,136,52,52,52.0,0.0,136,136,136.0,0.0,3069.8889614631,32.6583932071,61240.0,0.0,61240,61240,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.3291966035,16.3291966035,52,136,80.0,48.4974226119,2352.0,0,0,0,0,0,0,0,0,1,120.0,52.0,136.0,32,0,0,0,0,0,1,52,1,136,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30558,1,1,48,88,48,48,48.0,0.0,88,88,88.0,0.0,4450.5530466654,65.4493095098,30558.0,0.0,30558,30558,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.7246547549,32.7246547549,48,88,61.3333333333,23.0940107676,533.3333333333,0,0,0,0,0,0,0,0,1,92.0,48.0,88.0,20,0,0,0,0,0,1,48,1,88,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5702076,8,6,371,3174,196,0,46.375,73.8297994425,1606,0,529.0,779.3623034251,621.7033936412,2.4552461244,438621.230769231,1454342.67882035,5273625,4,5702076,814582.285714286,1969104.30064278,5273625,4,377817,75563.4,102752.982941129,251155,212,0,0,0,0,184,132,1.4029977854,1.052248339,0,1606,236.3333333333,530.0696270527,280973.80952381,0,0,0,1,0,0,0,0,0,253.2142857143,46.375,529.0,184,0,0,0,0,0,8,371,6,3174,8192,119,6,20,428447.0,0.0,428447,428447,5273625.0,0.0,5273625,5273625,BENIGN
443,120920,6,8,694,4838,359,0,115.6666666667,143.7813154296,1460,0,604.75,663.9545487887,45749.2557062521,115.7790274562,9301.5384615385,10812.9878434485,25264,1,97184,19436.8,9685.127552077,29764,7796,97448,13921.1428571429,17343.0220591123,34443,1,0,0,0,0,132,172,49.6195831955,66.1594442607,0,1460,368.8,544.784780572,296790.457142857,0,0,0,1,0,0,0,0,1,395.1428571429,115.6666666667,604.75,132,0,0,0,0,0,6,694,8,4838,8192,62,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30614,1,1,51,133,51,51,51.0,0.0,133,133,133.0,0.0,6010.3220748677,65.3295877703,30614.0,0.0,30614,30614,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.6647938852,32.6647938852,51,133,78.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,117.5,51.0,133.0,32,0,0,0,0,0,1,51,1,133,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,191766,9,5,496,4126,194,0,55.1111111111,77.1645068092,1418,0,825.2,755.1113825125,24102.2913342303,73.0056422932,14751.2307692308,22991.9178631458,72803,1,191766,23970.75,25881.1207294871,72803,52,111379,27844.75,54428.2370427642,109482,188,0,0,0,0,296,168,46.9321986171,26.0734436761,0,1418,308.1333333333,556.5407014594,309737.552380952,0,0,0,1,0,0,0,0,0,330.1428571429,55.1111111111,825.2,296,0,0,0,0,0,9,496,5,4126,29200,340,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5905916,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.677286978,1968638.66666667,3377886.31285399,5869028,53,5905916,2952958.0,4123945.74282931,5869028,36888,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5079652335,0.1693217445,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,3,0,1,0,29200,42408,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,37874948,53,52,819,93828,341,0,15.4528301887,60.8202161601,4344,0,1804.3846153846,1026.8940253826,2498.9341239492,2.7722810339,364182.192307692,3684504.1724458,37577486,1,37874948,728364.384615385,5210266.14002222,37577486,1,274294,5378.3137254902,13632.1268369836,64534,1,0,0,0,0,2044,1672,1.3993418552,1.3729391787,0,4344,892.8962264151,1149.6456508254,1321685.12246182,0,0,0,1,0,0,0,0,0,901.4,15.4528301887,1804.3846153846,2044,0,0,0,0,0,53,819,52,93828,65535,972,6,32,297336.0,0.0,297336,297336,37577486.0,0.0,37577486,37577486,BENIGN
443,32673471,17,9,1875,6900,533,0,110.2941176471,185.5736931471,3138,0,766.6666666667,1048.6805996108,268.5665076722,0.7957526153,1306938.84,6306942.37289046,31571983,1,32673471,2042091.9375,7876719.18295758,31571983,1,1068216,133527.0,260915.716533684,765319,48,0,0,0,0,556,296,0.5202997869,0.2754528284,0,3138,325.0,679.1900153293,461299.076923077,0,0,0,1,0,0,0,0,0,337.5,110.2941176471,766.6666666667,556,0,0,0,0,0,17,1875,9,6900,65535,1039,8,32,1101420.0,0.0,1101420,1101420,31571983.0,0.0,31571983,31571983,BENIGN
443,167,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,71856.2874251497,11976.0479041916,167.0,0.0,167,167,167,167.0,0.0,167,167,0,0.0,0.0,0,0,0,0,0,0,40,0,11976.0479041916,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5818118,11,8,348,6958,191,0,31.6363636364,65.0450193747,1448,0,869.75,711.0115028204,1255.7325238161,3.2656608202,323228.777777778,1316578.68141204,5597979,9,5818118,581811.8,1762804.76720499,5597979,24,122413,17487.5714285714,29666.8184164123,64064,22,0,0,0,0,360,264,1.890645738,1.3750150822,0,1448,365.3,605.8885688761,367100.957894737,0,0,0,1,0,0,0,0,0,384.5263157895,31.6363636364,869.75,360,0,0,0,0,0,11,348,8,6958,29200,110,3,32,220115.0,0.0,220115,220115,5597979.0,0.0,5597979,5597979,BENIGN
443,5644620,10,7,351,4807,194,0,35.1,68.4372380766,1448,0,686.7142857143,659.6586779756,913.7904765954,3.0117173521,352788.75,1333081.60884589,5350114,2,5644620,627180.0,1771591.5803543,5350161,50,266600,44433.3333333333,68718.45838395,135432,2,0,0,0,0,328,232,1.7715984424,1.2401189097,0,1448,286.5555555556,513.8294775761,264020.732026144,0,0,0,1,0,0,0,0,0,303.4117647059,35.1,686.7142857143,328,0,0,0,0,0,10,351,7,4807,29200,939,3,32,294447.0,0.0,294447,294447,5350114.0,0.0,5350114,5350114,BENIGN
123,68092779,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8196822456,0.0587433801,22697593.0,39152808.4532655,67907362,92653,68000015,68000015.0,0.0,68000015,68000015,68000126,68000126.0,0.0,68000126,68000126,0,0,0,0,40,40,0.0293716901,0.0293716901,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,2,96,2,96,-1,-1,1,20,92653.0,0.0,92653,92653,67907362.0,0.0,67907362,67907362,BENIGN
443,115548609,40,50,946,75448,384,0,23.65,68.1636605193,4380,0,1508.96,1247.3433149322,661.1416672268,0.7788929765,1298298.97752809,3330882.82869869,10013396,3,115548609,2962784.84615385,4556871.39191838,10031364,4,110453707,2254157.28571429,4225284.33165117,10036384,48,0,0,0,0,812,1144,0.3461746562,0.4327183203,0,4380,839.4945054945,1183.9512506258,1401740.56385836,0,0,0,1,0,0,0,0,1,848.8222222222,23.65,1508.96,812,0,0,0,0,0,40,946,50,75448,8192,980,39,20,37135.5833333333,45413.4090619587,181193,22834,9591914.83333334,1423471.38639824,10013396,5071808,BENIGN
53,118351834,2,2,94,414,50,44,47.0,4.2426406871,261,153,207.0,76.3675323681,4.2922866747,0.0337975329,39450611.3333333,68019804.4752797,117993005,64965,118286869,118286869.0,0.0,118286869,118286869,118057970,118057970.0,0.0,118057970,118057970,0,0,0,0,40,52,0.0168987664,0.0168987664,44,261,110.4,96.1264791824,9240.3,0,0,0,0,0,0,0,0,1,138.0,47.0,207.0,40,0,0,0,0,0,2,94,2,414,-1,-1,1,20,293864.0,0.0,293864,293864,117993005.0,0.0,117993005,117993005,BENIGN
443,909306,10,10,1329,4005,686,0,132.9,253.2317559514,1628,0,400.5,626.2740348016,5866.0121015368,21.9947960313,47858.2105263158,90024.3953304874,273253,1,909135,101015.0,119981.345115605,273931,1,714771,79419.0,110741.186619974,273253,1,0,0,0,0,328,328,10.9973980156,10.9973980156,0,1628,254.0,476.0724734744,226645.0,0,0,0,1,0,0,0,0,1,266.7,132.9,400.5,328,0,0,0,0,0,10,1329,10,4005,29200,34,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1503249,5,6,568,168,517,0,113.6,226.5861866928,137,0,28.0,54.8197044866,489.6061796815,7.3174836637,150324.9,231084.669995148,702919,3,510374,127593.5,146028.491170958,254746,657,1249938,249987.6,287724.995540533,702919,3,0,0,0,0,168,200,3.3261289381,3.9913547257,0,517,61.3333333333,149.0816331187,22225.3333333333,0,0,0,1,0,0,0,0,1,66.9090909091,113.6,28.0,168,0,0,0,0,0,5,568,6,168,29200,59,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10511877,4,4,457,2744,457,0,114.25,228.5,2744,0,686.0,1372.0,304.5126954967,0.7610439125,1501696.71428571,3750094.11056241,10003322,39,508555,169518.333333333,79047.3004303963,215449,78243,10297067,3432355.66666667,5692538.19527084,10003361,539,0,0,0,0,136,136,0.3805219563,0.3805219563,0,2744,355.6666666667,908.2879499366,824987.0,0,0,0,1,0,0,0,0,1,400.125,114.25,686.0,136,0,0,0,0,0,4,457,4,2744,29200,122,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,90920,3,4,427,2265,427,0,142.3333333333,246.528564944,2265,0,566.25,1132.5,29608.4469863616,76.9907611087,15153.3333333333,16532.4691884384,34883,4,56518,28259.0,9489.3730035235,34969,21549,56037,18679.0,30766.3204657301,54189,4,0,0,0,0,104,136,32.9960404751,43.9947206335,0,2265,336.5,793.4280055556,629528.0,0,0,0,1,0,0,0,0,1,384.5714285714,142.3333333333,566.25,104,0,0,0,0,0,3,427,4,2265,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,242,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,694214.876033058,16528.9256198347,80.6666666667,100.0816333467,193,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,64,64,8264.4628099174,8264.4628099174,34,50,40.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,64,0,0,0,0,0,2,68,2,100,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64047209,4,2,18,0,6,0,4.5,3.0,0,0,0.0,0.0,0.2810426915,0.0936808972,12809441.8,19701542.6537581,44999189,88,64047209,21349069.6666667,22505084.2093289,44999189,197558,45194769,45194769.0,0.0,45194769,45194769,0,0,0,0,92,64,0.0624539314,0.0312269657,0,6,2.5714285714,3.2071349029,10.2857142857,0,0,0,1,0,0,0,0,0,3.0,4.5,0.0,92,0,0,0,0,0,4,18,2,0,8192,5840,3,20,197558.0,0.0,197558,197558,44999189.0,0.0,44999189,44999189,BENIGN
